回测开始,回测结束,P1_上轨偏移(%),P2_下轨偏移(%),负乖离要求(<-%),绝对盈亏(元),总收益率(%),总交易笔数,胜率(%)
2023-03-01,2024-02-28,4.0,8.0,6.0,-98938.26,-9.89,213,19.25
2023-03-01,2024-02-28,4.0,8.0,7.0,-100193.49,-10.02,194,20.62
2023-03-01,2024-02-28,6.0,8.0,7.0,-100378.93,-10.04,168,11.9
2023-03-01,2024-02-28,6.0,9.0,7.0,-103122.81,-10.31,162,12.96
2023-03-01,2024-02-28,10.0,10.0,8.0,-103911.43,-10.39,82,12.2
2023-03-01,2024-02-28,5.0,8.0,6.0,-113535.37,-11.35,187,17.65
2023-03-01,2024-02-28,4.0,9.0,6.0,-114014.12,-11.4,206,16.99
2023-03-01,2024-02-28,8.0,8.0,7.0,-116940.26,-11.69,114,7.89
2023-03-01,2024-02-28,9.0,11.0,7.0,-118134.96,-11.81,94,7.45
2023-03-01,2024-02-28,6.0,8.0,8.0,-120921.16,-12.09,145,12.41
2023-03-01,2024-02-28,7.0,9.0,8.0,-121318.98,-12.13,133,12.03
2023-03-01,2024-02-28,9.0,10.0,8.0,-123933.37,-12.39,94,12.77
2023-03-01,2024-02-28,10.0,11.0,6.0,-124870.62,-12.49,91,4.4
2023-03-01,2024-02-28,7.0,10.0,8.0,-127654.8,-12.77,115,14.78
2023-03-01,2024-02-28,8.0,9.0,7.0,-128154.38,-12.82,124,7.26
2023-03-01,2024-02-28,7.0,8.0,6.0,-129650.74,-12.97,151,13.91
2023-03-01,2024-02-28,7.0,9.0,6.0,-134220.54,-13.42,152,11.18
2023-03-01,2024-02-28,5.0,8.0,8.0,-145734.6,-14.57,163,13.5
2023-03-01,2024-02-28,5.0,9.0,8.0,-152680.96,-15.27,145,13.79
2023-03-01,2024-02-28,6.0,9.0,8.0,-159065.91,-15.91,140,15.0
2023-03-01,2024-02-28,10.0,11.0,7.0,-160450.99,-16.05,94,6.38
2023-03-01,2024-02-28,5.0,8.0,7.0,-160903.52,-16.09,175,17.14
2023-03-01,2024-02-28,10.0,11.0,8.0,-165772.63,-16.58,79,6.33
2023-03-01,2024-02-28,9.0,11.0,6.0,-168417.32,-16.84,96,7.29
2023-03-01,2024-02-28,5.0,9.0,7.0,-169882.78,-16.99,178,15.17
2023-03-01,2024-02-28,7.0,9.0,7.0,-184806.7,-18.48,125,10.4
2023-03-01,2024-02-28,7.0,8.0,7.0,-188048.27,-18.8,145,7.59
2023-03-01,2024-02-28,10.0,9.0,6.0,-200230.46,-20.02,72,11.11
2023-03-01,2024-02-28,9.0,9.0,6.0,-200716.1,-20.07,74,9.46
2023-03-01,2024-02-28,10.0,8.0,7.0,-211145.42,-21.11,90,6.67
2023-03-01,2024-02-28,9.0,8.0,7.0,-211227.4,-21.12,93,7.53
2023-03-01,2024-02-28,4.0,9.0,7.0,-219859.82,-21.99,186,18.28
2023-03-01,2024-02-28,10.0,9.0,7.0,-220004.4,-22.0,76,7.89
2023-03-01,2024-02-28,9.0,9.0,7.0,-220641.97,-22.06,91,6.59
2023-03-01,2024-02-28,10.0,8.0,6.0,-225854.88,-22.59,87,5.75
2023-03-01,2024-02-28,9.0,8.0,6.0,-226732.64,-22.67,76,7.89
